Name,Nickname,Weight Class,Record,Knockouts,Submissions,First Round Finishes,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Semelsberger,"""Semi the Jedi""",Welterweight Division,11-4-0 (W-L-D),6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Semenov,None,Middleweight Division,21-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackens Semerzier,"""Da Menace""",Featherweight Division,8-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YeDam Seo,None,Women's Strawweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Serati,"""Il Terribile""",Light Heavyweight Division,10-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Serdyukov,"""The Russian Crusher""",Welterweight Division,12-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Serra,"""The Terror""",Welterweight Division,17-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Serra,None,Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredy Serrano,"""El Profe""",Flyweight Division,3-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Serrano,None,Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Severn,"""The Beast""",Heavyweight Division,70-13-7 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosi Sexton,"""The Surgeon """,Women's Bantamweight Division,13-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Shahbazyan,None,Welterweight Division,7-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmen Shahbazyan,"""The Golden Boy""",Middleweight Division,12-3-0 (W-L-D),10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Shainis,"""Shameless""",Featherweight Division,12-4-0 (W-L-D),8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliya Shakirova,None,Women's Flyweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamal Shalorus,"""Prince of Persia""",Lightweight Division,7-3-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Shamrock,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Shamrock,"""The World's Most Dangerous Man""",Light Heavyweight Division,26-11-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Shelton,"""Showtime""",Flyweight Division,12-6-0 (W-L-D),2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Sherk,"""Muscle Shark""",Lightweight Division,38-4-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Sherman,"""The Vanilla Gorilla """,Heavyweight Division,16-11-0 (W-L-D),15,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonina Shevchenko,"""La Pantera""",Women's Flyweight Division,10-4-0 (W-L-D),3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentina Shevchenko,"""Bullet""",Women's Flyweight Division,23-3-0 (W-L-D),8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Shields,None,Welterweight Division,29-7-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Henrique Shiguemoto,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shunichi Shimizu,"""RollingStar""",Bantamweight Division,28-9-10 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wade Shipp,"""The Nightmare""",Heavyweight Division,4-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Shockley,None,Lightweight Division,11-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liudvik Sholinian,None,Bantamweight Division,9-4-0 (W-L-D),1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Shore,"""Tank""",Featherweight Division,16-1-0 (W-L-D),4,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Shtyrkov,"""Ural Hulk""",Light Heavyweight Division,16-0-1 (W-L-D),6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Sicilia,None,Featherweight Division,15-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Siler,"""Super""",Featherweight Division,23-13-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Silva,None,Bantamweight Division,7-2-0 (W-L-D),3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Silva,"""Bulldog""",Flyweight Division,12-5-2 (W-L-D),5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wagner Silva,"""Wagnão""",Welterweight Division,3-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Silva,"""Hannibal""",Welterweight Division,14-4-0 (W-L-D),2,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Silva,"""Buscape""",Lightweight Division,19-4-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquim Silva,"""Netto BJJ""",Lightweight Division,12-4-0 (W-L-D),7,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Silva,"""Bigfoot""",Heavyweight Division,19-10-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Silva,"""The Tiger""",Welterweight Division,19-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe Silva,None,Lightweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Silva,None,Flyweight Division,0-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jansey Silva,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Silva,None,Middleweight Division,5-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Silva,"""Blindado""",Middleweight Division,22-8-0 (W-L-D),19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Silva,None,Women's Strawweight Division,1-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Karine Silva,"""Killer""",Women's Flyweight Division,15-4-0 (W-L-D),9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanderlei Silva,"""The Axe Murderer""",Light Heavyweight Division,35-12-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Assuerio Silva,None,Heavyweight Division,32-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Silva,"""The Spider""",Middleweight Division,34-11-0 (W-L-D),22,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayra Bueno Silva,"""Sheetara""",Women's Bantamweight Division,9-2-1 (W-L-D),1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Silva,"""The King """,Featherweight Division,9-2-0 (W-L-D),3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Silva,None,Women's Flyweight Division,14-5-1 (W-L-D),4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Silva de Andrade,"""D Silva""",Bantamweight Division,28-5-0 (W-L-D),20,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Silverio,"""Xuxu""",Lightweight Division,11-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamey Simmons,"""The Afro Samurai""",Bantamweight Division,7-4-0 (W-L-D),4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Simon,None,Bantamweight Division,20-3-0 (W-L-D),6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Simpson,"""A-Train""",Welterweight Division,11-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Everett Sims,None,Heavyweight Division,4-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Sims,None,Lightweight Division,12-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Sims,"""The Project""",Heavyweight Division,22-12-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lodune Sincaid,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rory Singer,"""Outburst""",Middleweight Division,12-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Arjan Singh Bhullar,None,Heavyweight Division,9-1-0 (W-L-D),3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elvis Sinosic,"""The King of Rock n Rumble""",Light Heavyweight Division,8-11-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Sipe,"""The Sniper""",Heavyweight Division,4-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gian Siqueira,None,Welterweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremia Siregar,None,Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Siver,None,Featherweight Division,23-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chas Skelly,"""The Scrapper""",Featherweight Division,19-3-0 (W-L-D),4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimbo Slice,None,Heavyweight Division,4-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Slick,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Smith,"""The Cole Train""",Bantamweight Division,7-2-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Devonte Smith,"""King Kage""",Lightweight Division,11-4-0 (W-L-D),10,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie Smith,"""The Peacemaker""",Women's Bantamweight Division,10-7-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Smith,"""Jamal""",Middleweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Colton Smith,None,Lightweight Division,6-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Smith,"""Hot Sauce""",Middleweight Division,15-10-0 (W-L-D),1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Smith,None,Heavyweight Division,4-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Smith,"""Hands of Steel""",Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Smith,None,Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Smith,"""Slap Jesus""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Smith,"""Mo""",Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Smith,"""Lionheart""",Light Heavyweight Division,36-17-0 (W-L-D),19,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitrii Smoliakov,"""The Lifeguard""",Heavyweight Division,9-3-0 (W-L-D),4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Smolka,"""Da Last Samurai""",Bantamweight Division,17-9-0 (W-L-D),8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimon Smotritsky,"""The Assassin""",Welterweight Division,0-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Smullen,None,Lightweight Division,3-1-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Smyth,None,Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Sobotta,None,Welterweight Division,17-6-1 (W-L-D),5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato Sobral,"""Babalu""",Light Heavyweight Division,27-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rameau Sokoudjou,"""The African Assassin""",Light Heavyweight Division,5-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Solecki,None,Lightweight Division,12-3-0 (W-L-D),1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jin Soo Son,None,Lightweight Division,9-4-0 (W-L-D),4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Son,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadong Song,None,Bantamweight Division,19-7-1 (W-L-D),8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Chael Sonnen,None,Light Heavyweight Division,29-14-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano Sordi,"""He-Man""",Light Heavyweight Division,16-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Soriano,None,Featherweight Division,14-8-0 (W-L-D),7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Punahele Soriano,"""Puna""",Middleweight Division,9-3-0 (W-L-D),6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitry Sosnovskiy,None,Heavyweight Division,10-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sosoli,"""Combat Wombat""",Heavyweight Division,0-1-0 (W-L-D),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Soszynski,"""The Polish Experiment""",Light Heavyweight Division,22-13-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
George Sotiropoulos,None,Lightweight Division,14-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Soto,None,Bantamweight Division,18-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Soto,"""Extremo""",Bantamweight Division,6-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Soto,None,Welterweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Soukhamthath,"""The Asian Sensation""",Bantamweight Division,13-8-0 (W-L-D),8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sousa,"""Coração Valente""",Middleweight Division,1-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Southworth,None,Light Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livinha Souza,"""The Brazilian Gangsta""",Women's Strawweight Division,14-4-0 (W-L-D),2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Souza,None,Featherweight Division,19-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldo Souza,"""Jacare""",Middleweight Division,26-10-0 (W-L-D),8,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Willian Souza,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Souza,"""The Tiger""",Featherweight Division,10-3-0 (W-L-D),1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Spang,"""The Kiss""",Welterweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Spang,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Spann,"""Superman""",Light Heavyweight Division,23-7-0 (W-L-D),6,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Speer,"""The Farmboy""",Welterweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Felicia Spencer,"""FeeNom""",Women's Featherweight Division,9-3-0 (W-L-D),2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Spencer,None,Welterweight Division,12-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Spicely,"""Zebrinha""",Middleweight Division,12-6-0 (W-L-D),4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Spitz,"""Daddy Long Legs""",Heavyweight Division,6-3-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Serghei Spivac,"""Polar Bear""",Heavyweight Division,15-3-0 (W-L-D),7,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Spohn,"""Dragon""",Light Heavyweight Division,16-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Spratt,"""The Secret Weapon""",Welterweight Division,16-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Springer,None,Featherweight Division,10-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges St-Pierre,"""Rush""",Middleweight Division,26-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Stahl,"""Real Steel""",Welterweight Division,9-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Stallings,"""ChoirBoy""",Middleweight Division,13-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Stamann,"""Spartan""",Bantamweight Division,21-5-1 (W-L-D),6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristina Stanciu,"""Barbie""",Women's Strawweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Stann,"""All American""",Middleweight Division,12-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Stansbury,"""The Sandman""",Light Heavyweight Division,8-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Staring,"""Soldier""",Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Starks,None,Middleweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalib Starnes,None,Middleweight Division,10-4-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laureano Staropoli,"""Pepi""",Middleweight Division,9-5-0 (W-L-D),5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Stasiak,"""Webster""",Bantamweight Division,10-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominique Steele,"""“Non-Stop Action-Packed” Dom T. Steele""",Welterweight Division,14-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Steele,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Steibling,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Steinbeiss,"""The Hooligan""",Middleweight Division,4-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitrei Stepanov,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Stephens,"""Lil' Heathen""",Lightweight Division,28-19-0 (W-L-D),19,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aljamain Sterling,"""Funk Master""",Bantamweight Division,22-3-0 (W-L-D),3,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maia Stevenson,None,Women's Strawweight Division,6-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Stevenson,"""Daddy""",Featherweight Division,36-14-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Stewart,"""Gunz Up""",Welterweight Division,8-2-0 (W-L-D),4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Stewart,"""The Dentist""",Light Heavyweight Division,12-8-0 (W-L-D),7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Stittgen,"""The Anvil""",Welterweight Division,7-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazar Stojadinovic,None,Featherweight Division,12-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Stojnic,"""The Menace""",Heavyweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Julija Stoliarenko,None,Women's Bantamweight Division,10-7-2 (W-L-D),0,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Stoltzfus,None,Middleweight Division,14-5-0 (W-L-D),2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Stolze,"""Green Mask""",Lightweight Division,0-3-0 (W-L-D),4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Stone,None,Bantamweight Division,11-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Story,"""The Horror""",Welterweight Division,19-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darko Stosic,None,Light Heavyweight Division,13-4-0 (W-L-D),8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Stott,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Stout,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Stout,"""Hands of Stone""",Lightweight Division,21-12-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Strader,"""Sui Generis""",Bantamweight Division,5-3-0 (W-L-D),4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Strasser,None,Welterweight Division,22-4-4 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Strebendt,None,Lightweight Division,7-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Strickland,None,Light Heavyweight Division,26-5-0 (W-L-D),10,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Striegl,"""Mugen""",Featherweight Division,18-4-0 (W-L-D),0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hans Stringer,None,Light Heavyweight Division,22-7-3 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Struve,"""Skyscraper""",Heavyweight Division,33-13-0 (W-L-D),8,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Stuart,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Stumpf,None,Welterweight Division,11-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatiana Suarez,None,Women's Flyweight Division,9-0-0 (W-L-D),2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genki Sudo,"""The Neo Samurai""",Lightweight Division,13-3-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukasz Sudolski,None,Light Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
George Sullivan,"""The Silencer""",Welterweight Division,17-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar Suloev,None,Middleweight Division,36-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Sumter,"""The Fort""",Middleweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rama Supandhi,None,Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Sutton,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Suzart,None,Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Svensson,"""Big Swede""",Lightweight Division,14-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Swain,None,Featherweight Division,20-10-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cub Swanson,None,Bantamweight Division,28-13-0 (W-L-D),13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Swick,"""Quick""",Welterweight Division,15-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd Sword,None,Middleweight Division,14-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oumar Sy,None,Light Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentley Syler,"""Dr. Bolivia""",Flyweight Division,5-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Syler,"""El Nino Bala""",Lightweight Division,10-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Sylvia,"""The Maine-iac""",Heavyweight Division,26-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Szaflarski,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenio Tadeu,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Tafa,None,Light Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Tafa,"""Bad Man""",Heavyweight Division,5-3-0 (W-L-D),5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalid Taha,"""The Warrior""",Bantamweight Division,13-5-0 (W-L-D),9,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatsuro Taira,None,Flyweight Division,13-0-0 (W-L-D),3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mairbek Taisumov,"""Beckan""",Lightweight Division,27-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoshiki Takahashi,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daiju Takase,None,Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oleg Taktarov,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordine Taleb,None,Welterweight Division,15-7-0 (W-L-D),7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei Tamura,None,Bantamweight Division,7-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
